Date,Open,High,Low,Close,Volume,MA_7,MA_14,MA_30,RSI_14,MACD,Signal,Hist,BB_upper,BB_lower,Daily_Return,Close_lag1,Close_lag2,Close_lag5,Vol_MA_7,Target
2025-05-12,210.32994399020487,210.62903686932515,206.12274573806783,210.1504821777344,63775800,199.99781363351005,204.50200871058874,201.33570861816406,62.4557850690889,-1.4587583349055535,-1.9178851301219755,0.45912679521642197,215.33154668801006,189.33638086325948,6.314610276877364,197.66848754882807,196.63299560546875,198.02691650390625,62927271.428571425,212.28399658203125
2025-05-13,209.79158118866215,212.75257189298435,208.36592688565327,212.28399658203125,51909300,201.11568559919084,205.1142850603376,201.03963979085287,60.06944718292943,-0.5541422022156723,-1.6451365445407151,1.0909943423250428,216.5951466531463,189.13706465056464,1.015231743552425,210.1504821777344,197.66848754882807,197.6485595703125,55912800.0,211.68582153320312
2025-05-14,211.78550901932945,213.29093762104836,209.94113079478424,211.68582153320312,49325800,203.06695774623327,205.41571807861328,200.6884521484375,55.3542817449593,0.11319997422705796,-1.2934692407871604,1.4066692150142184,217.64131232023763,189.13319939851235,-0.28178056681582575,212.28399658203125,210.1504821777344,195.3983612060547,53099557.14285714,210.8085021972656
2025-05-15,210.31001909194575,212.3139309113297,208.90429308394448,210.8085021972656,45029500,204.9469495500837,205.5897663661412,200.2847880045573,53.09383449486934,0.5647707925136274,-0.9218212341270028,1.48659202664063,218.06599809697286,190.44666822382794,-0.41444407073806255,211.68582153320312,212.28399658203125,196.63299560546875,52215700.0,210.61907958984372
2025-05-16,211.71574852428404,211.9251181254035,209.13360964796243,210.61907958984372,54737900,207.121337890625,205.68912288120814,200.5618153889974,51.79655635069659,0.8970188234279703,-0.5580532226160082,1.4550720460439786,218.51245845631252,191.44959446116798,-0.08985529779279577,210.8085021972656,211.68582153320312,197.66848754882807,50244442.85714286,208.14659118652344
2025-05-19,207.27923550566183,208.84446444770492,203.64029993754312,208.14659118652344,46140500,208.7661372593471,205.53577423095703,201.2479507446289,47.32441280770645,0.949869130877488,-0.25646875191730895,1.206337882794797,217.97206285047,193.57247145128784,-1.1739147318159282,210.61907958984372,210.8085021972656,210.1504821777344,49624671.428571425,206.232421875
2025-05-20,207.03996203611737,207.83753801206535,204.40797196423648,206.232421875,42496600,209.98955644880022,205.1539579119001,202.09994608561198,43.441128210274535,0.8277540804571402,-0.03962418544241911,0.8673782658995592,217.8998674938352,194.38058599737576,-0.9196255872420789,208.14659118652344,210.61907958984372,212.28399658203125,50487914.28571428,201.47689819335935
2025-05-21,204.54755595275296,206.4118779017609,200.10109516487896,201.47689819335935,59211800,208.7504730224609,204.37414332798548,203.09344940185548,37.78504375806876,0.3432887862309997,0.03695840889226465,0.306330377338735,217.92693594319744,194.12999459879475,-2.305904977696982,206.232421875,208.14659118652344,211.68582153320312,49835914.28571428,200.7491149902344
2025-05-22,200.1010930441042,202.13489740214877,199.0941474443519,200.7491149902344,46742400,207.1026327950614,204.1091591971261,203.18551686604818,45.05112854070953,-0.09824694238611187,0.009917338636589345,-0.10816428102270122,217.79765315840166,193.5876129548796,-0.3612241451258047,201.47689819335935,206.232421875,210.8085021972656,49097785.71428572,194.6775665283203
2025-05-23,193.08241474951325,197.1001867487955,192.87306039619787,194.6775665283203,78432900,204.67288208007812,203.86991991315568,203.3549799601237,45.48855877145783,-0.9273999182658201,-0.17754611274389256,-0.7498538055219276,217.99213444114298,192.02370570778282,-3.024445941995535,200.7491149902344,201.47689819335935,210.61907958984372,53255942.85714286,199.60260009765625
